href,title,reviewNum,tag,brand,company,howToUse,ingredients,image,volume,price,totalScore,satisfactionScore,priceScore,rebuyScore,commenter,commentDate,commentContent,commentGood,commentBad
https://daedamo.com/ingre/21520?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 비듬 두피용 샴푸        ",0,탈모샴푸,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 소듐라우레스설페이트, 코코-글루코사이드, 솔비톨, 코카마이드메틸엠이에이, 코카미도프로필베타인, 멘톨, 향료, 피이지-60하이드로제네이티드캐스터오일, 카페인, 카프릴릭/카프릭트라이글리세라이드, 라우레스-2, 소듐벤조에이트, 시트릭애씨드, 소듐클로라이드, 폴리쿼터늄-10, 리날룰, 카프릴릴글라이콜, 페녹시에탄올, 소듐시트레이트, 다이프로필렌글라이콜, 클림바졸, 폴리쿼터늄-7, 테트라소듐이디티에이, 리모넨, 다이소듐이디티에이, 제라니올, 에탄올, 부틸렌글라이콜, 인삼전초추출물, 송이버섯추출물, 인삼추출물, 1,2-헥산다이올, 생강추출물, 쌀추출물, 에틸헥실글리세린, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 동백나무씨오일, 녹차씨오일, 변성알코올, 피이지-150펜타에리스리틸테트라스테아레이트, 피피지-2하이드록시에틸코카마이드, 하수오뿌리추출물",https://daedamo.com/new/data/file/ingre/2034324504_qtlxb72p_bfa658b496d3d5e8b476fd10204ca076c60b747a.png,400ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21519?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 두피쿨링 토닉        ",0,헤어토닉,려,아모레퍼시픽,두피에 본 품 적당량을 바르고 골고루 마사지한다.,"정제수, 변성알코올, 피이지-60하이드로제네이티드캐스터오일, 녹차추출물, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 소듐벤조에이트, 향료, 소듐살리실레이트, 에탄올, 부틸렌글라이콜, 에틸헥실글리세린, 멘톨, 다이포타슘글리시리제이트, 리날룰, 판테놀, 콘민트잎추출물, 인삼추출물, 시트릭애씨드, 리모넨, 1,2-헥산다이올, 인삼전초추출물, 제라니올, 알파-아이소메틸아이오논, 시트로넬올, 생강추출물, 토코페롤, 쌀추출물, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 동백나무씨오일, 녹차씨오일, 하수오뿌리추출물",https://daedamo.com/new/data/file/ingre/2034324504_3iYUmgya_1dc61eb7b27531fce54c6e3e7390f66e222c289c.jpg,145ml,"20,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21515?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 힘없는 모발용 샴푸        ",0,탈모샴푸,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 소듐라우레스설페이트, 코카마이드메틸엠이에이, 코카미도프로필베타인, 향료, 코코-글루코사이드, 피이지-60하이드로제네이티드캐스터오일, 카페인, 카프릴릭/카프릭트라이글리세라이드, 소듐벤조에이트, 라우레스-2, 폴리쿼터늄-10, 소듐클로라이드, 시트릭애씨드, 카프릴릴글라이콜, 소듐시트레이트, 페녹시에탄올, 자일리틸글루코사이드, 피이지-150펜타에리스리틸테트라스테아레이트, 라우릭애씨드, 세틸알코올, 멘톨, 코카마이드엠이에이, 소듐살리실레이트, 안하이드로자일리톨, 피피지-2하이드록시에틸코카마이드, 트라이하이드록시스테아린, 테트라소듐이디티에이, 자일리톨, 벤질벤조에이트, 다이소듐이디티에이, 리날룰, 알파-아이소메틸아이오논, 글루코오스, 리모넨, 에탄올, 부틸렌글라이콜, 폴리쿼터늄-55, 인삼전초추출물, 맥아추출물, 폴리쿼터늄-11, 인삼추출물, 1,2-헥산다이올, 생강추출물, 다이프로필렌글라이콜, 석류추출물, 쌀추출물, 에틸헥실글리세린, 오미자추출물, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 동백나무씨오일, 녹차씨오일, 석류나무꽃추출물, 하수오뿌리추출물",https://daedamo.com/new/data/file/ingre/2034324504_sJUag37u_91e3b11b5709dd069a582995f5fefacea935ffca.png,400ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21514?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 민감성 두피용 샴푸        ",0,탈모샴푸,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 소듐라우레스설페이트, 암모늄라우릴설페이트, 글리세린, 코카마이드메틸엠이에이, 향료, 라우리라이드록시설테인, 피이지-60하이드로제네이티드캐스터오일, 카페인, 카프릴릭/카프릭트라이글리세라이드, 소듐벤조이에트, 라우레스-2, 구아하이드록시프로필트라이모늄클로라이드, 라우릭애씨드, 세틸알코올, 코카마이드엠이에이, 페녹시에탄올, 카프릴릴글라이콜, 소듐살리실레이트, 트라이하이드록시스테아린, 시트릭애씨드, 소듐클로라이드, 소듐시트레이트, 테트라소듐이디티에이, 맥아추출물, 다이소듐이디티에이, 피지이-45M, 리날룰, 벤질살리실레이트, 헥실신남알, 벤질벤조에이트, 제라니올, 알파-아이소메틸아이오논, 에탄올 부틸렌글라이콜, 인삼전초추출물, 인삼추출물, 녹차추출물, 밤껍질추출물, 1,2-헥산다이올, 실리카, 생강추출물, 에틸헥실글리세린, 쌀추출물, 토코페롤, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 동백나무씨오일, 녹차씨오일, 하수오뿌리추출물",https://daedamo.com/new/data/file/ingre/2034324504_IeX1Klpb_728fc899686f937a17bf5964232085f1b45a8119.png,400ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21513?sca=탈모관련상품&overlaps=5,"
            메디슈어 탈모증상완화 트리트먼트        ",0,컨디셔너,메디슈어,(주)서울화장품,"샴푸 후 모발의 물기를 살짝 제거한 뒤, 적당량을 덜어 모발에 골고루 펴 발라줍니다. 2~2분 기다린 뒤, 미온수로 깨끗하게 헹궈주세요.","정제수, 세테아릴알코올, 프로필렌글라이콜, 다이메티콘, 베헨트라이모늄클로라이드, 칸데릴라왁스, 소듐벤조에이트, 세트리모늄클로라이드, 카프릴릴글라이콜, 살리실릭애씨드, 덱스판테놀, 아이소프로필알코올, 향료, 아모다이메티콘, 폴리쿼터늄-67, 나이아신아마이드, 락틱애씨드, 트라이데세스-3, 트라이데세스-15, 페녹시에탄올, 부틸렌글라이콜, 아보카도오일, 에탄올, 프로판다이올, 아세틱애씨드, 스위트아몬드오일, 퀸즈랜드넛오일, 해바라기씨오일, 동백나무씨오일, 바이오틴, 아리간커넬오일, 아데노신, 1,2-헥산다이올, 병풀잎추출물, 글리세린, 글라이신, 세린, 글루타믹애씨드, 멕시칸치아씨추출물, 로즈마리잎추출물, 쌀추출물, 아마씨추출물, 퀴노아씨추출물, 귀리가루추출물, 불가리스쑥추출물, 아스파틱애씨드, 살비아잎추출물, 티트리잎추출물, 동백나무꽃추출물, 류신, 라벤더꽃추출물, 하이드롤라이즈드완두콩단백질, 알라닌, 라이신, 피토스테롤, 알지닌, 타이로신, 페닐알라닌, 생강추출물, 발린, 트레오닌, 스쿠알란, 프롤린, 올리브오일, 레시틴, 아이소류신, 히스티딘, 메티오닌, 시스테인, 에틸헥실글리세린, 세라마이드엔피, 시어버터",https://daedamo.com/new/data/file/ingre/2034324504_nAKOQtwy_d8655a7dd4cc017e4d3ca6d66a7dfb27a1a85a70.jpg,1000ml,"24,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21512?sca=탈모관련상품&overlaps=5,"
            메디슈어 탈모증상완화 샴푸        ",0,탈모샴푸,메디슈어,(주)서울화장품,"적당량을 머리카락에 충분히 묻혀 거품을 내어주세요.
손가락의 바닥면을 이용해 두피를 꼼꼼히 마사지해주세요.
잔여물이 없어질 때까지 미온수로 헹구어주고, 시원한 바람으로 두피를 말려줍니다.","정제수, 소듐라우레스설페이트, 코카미도프로필베타인, 암모늄라우릴설페이트, 소듐코코-설페이트, 소듐클로라이드, 소듐벤조에이트, 플리쿼터늄-10, 살리실릭애씨드, 덱스판테놀, 시트릭애씨드, 나이아신아마이드, 소듐카보네이트, 부틸렌글라이콜, 동백나무씨오일, 바이오틴, 스위트아몬드오일, 아데노신, 아르간커넬오일, 퀸즈랜드넛오일, 해바라기씨오일, 1,2-헥산다이올, 병풀잎추출물, 글리세린, 글라이신, 세린, 글루타믹애씨드, 귀리가루추출물, 로즈마리잎추출물, 멕시칸치아씨추출물, 불가리스쑥추출물, 쌀추출물, 아마씨추출물, 퀴노아씨추출물, 아스파틱애씨드, 동백나무꽃추출물, 살비아잎추출물, 티트리잎추출물, 류신, 라벤더꽃추출물, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 발린, 생강추출물, 카프릴릴글라이콜, 트레오닌, 프롤린, 아이소류신, 히스티딘, 메티오닌, 시스테인, 에틸헥실글리세린, 프로판다이올, 하이드롤라이즈드완두콩단백질, 피토스테롤, 스쿠알란, 레시틴, 올리브오일, 시어버터, 세라마이드엔피, 아보카도오일, 아모다이메티콘, C12-14Sec-파레스-7, 프로필렌글라이콜, 페녹시에탄올, 향료, 리날룰, 리모넨, 제라니올",https://daedamo.com/new/data/file/ingre/2034324504_cBWyhiwu_3635b450d4838b12f00fe1dfd2a1405d15c60c76.jpg,1000ml,"24,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21511?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 두피 마사지 에센스        ",0,헤어토닉,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 변성알코올, 피이지-60하이드로제네이티드캐스터오일, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 녹차추출물, 카프릴릴글라이콜, 향료, 소듐살리실레이트, 에탄올, 다이소듐이디티에이, 멘톨, 에틸헥실글리세린, 프로판다이올, 판테놀, 리날룰, 알지닌, 인삼추출물, 시트릭애씨드, 리모넨, 인삼전초추출물, 부틸렌글라이콜, 제라니올, 1,2-헥산다이올, 생강추출물, 작약뿌리추출물, 토코페롤, 쌀추출무르, 모란추출무물, 띠부리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 작약꽃추출물, 동백나무씨오일, 녹차씨오일, 하수오뿌리추출물",https://daedamo.com/new/data/file/ingre/2034324504_KFz43TEb_c0faf91191dfb3bc900e61234e5890a938163c94.png,80ml,"20,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21510?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 모근강화 트리트먼트        ",0,컨디셔너,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 글리세린, 다이프로필렌글라이콜, 세틸알코올, 스테아릴알코올, 카프릴릭/카프릭트라이글리세라이드, 스테아라미도프로필다이메틸아민, 향료, 글루타믹애씨드, 카페인, 피피지-3카프릴릴에터, 다이팔미토일에틸하이드록시에틸모늄메토설페이트, 멘톨, 포도씨오일, 하이드록시에틸셀룰로오스, 덱스트린, 카카오추출물, 에탄올, 다이소듐이디티에이, 에틸헥실글리세린, 마카다미아씨오일, 리날룰, 벤질살리실레이트, 헥실신남알, 벤질벤조에이트, 제라니올, 알파-아이소메틸아이오논, 폴리쿼터늄-55, 인삼전초추출물, 부틸렌글라이콜, 폴리쿼터늄-11, 인삼추출물, 1,2-헥산다이올, 스페인감초뿌리추출물, 생강추출물, 페녹시에탄올, 카프릴리글라이콜, 토코페롤, 하수오뿌리추출물, 쌀추출물, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 동백나무씨오일, 녹차씨오일",https://daedamo.com/new/data/file/ingre/2034324504_L69eQijK_ce3b35bff18af036ed357396e3978a821001cbf6.png,330ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21509?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 두피 스케일링 클렌저        ",0,두피스켈링,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 도피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 부틸렌글라이콜, 라우릴글루코사이드, 소듐라우레스설페이트, 코카마이드미파, 피이지-150다이스테아레이트, 멘톨, 향료, 카페인, 피이지-60하이드로제네이티드캐스터오일, 소듐살리실레이트, 소듐벤조에이트, 시트릭애씨드, 카프릴릴글라이콜, 리날룰, 피이지-150펜타에리스리틸테트라스테아레이트, 페녹시에탄올, 테트라소듐이디티에이, 피피지-2하이드록시에틸코카마이드, 리모넨, 아이소프로판올아민, 제라니올, 에탄올, 다이소듐이디티에이, 인삼전초추출물, 맥아추출물, 인삼추출물, 1,2-헥산다이올, 생강추출물, 쌀추출물, 에틸헥실글리세린, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 살리실릭애씨드, 동백나무씨오일, 녹차씨오일, 옥수수전분, 만니톨, 마이크로크리스탈린셀룰로오스, 하수오뿌리추출물, 실리카, 화산재",https://daedamo.com/new/data/file/ingre/2034324504_K04AiVcl_6562ad15ebb154dd625f5e0a3cf79941df32adb3.jpg,145ml,"20,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21507?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 중건성 두피용 샴푸        ",0,탈모샴푸,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 소듐라우레스설페이트, 글리세린, 코카마이드메틸엠이에이, 암모늄라우릴설페이트, 다이소듐라우리스설포석시네이트, 향료, 라우릴하이드록시설테인, 다이카프릴릴에터, 카페인, 라우릴글루코사이드, 변성알코올, 구아하이드록시프로필트라이모늄클로라이드, 소듐벤조에이트, 세틸알코올, 페녹시에탄올, 멘톨, 라우레스-2, 카프릴릭/카프릭트라이글리세라이드, 트라이하이드록시스테아린, 시트릭애씨드, 소듐살리실레이트, 소듐시트레이트, 테트라소듐이디티에이, 맥아추출물, 부틸렌글라이콜, 글리세릴스테아레이트, 피이지-45M, 다이소듐이디티에이, 리날룰, 벤질살리실레이트, 헥실신남알, 카프릴릴글라이콜, 벤질벤조에이트, 제라니올, 알파-아이소메틸아이오논, 불가리스쑥추출물, 에탄올, 데아이드로아세틱애씨드, 인삼전초추출물, 인삼추출물, 1,2-헥산다이올, 실리카, 생강추출물, 율무씨추출물, 귤껍질추출물, 밤껍질추출무르, 토코페롤, 개구리밥추출물, 에틸헥실글리세린, 쌀추출물, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴추출물, 포트마리골드꽃추출물, 남가새열매추출물, 동백나무씨오일, 녹차씨오일, 피이지-150펜타에리스리틸테트라스테아레이트, 피피지-2하이드록시에틸코카마이드, 하수오뿌리추출물",https://daedamo.com/new/data/file/ingre/2034324504_64uwiFfK_51215e2abb894cc824fb99a947c26899919ffd93.png,400ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21506?sca=탈모관련상품&overlaps=5,"
            려 자양윤모 9EX 탈모증상전문케어 모발영양 트리트먼트        ",0,컨디셔너,려,아모레퍼시픽,"미온수로 모발 및 두피를 충분히 적시고, 본 품 적당량을 취해 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 글리세린, 다이프로필렌글라이콜, 세틸알코올, 스테아릴알코올, 코코넛야자오일, 코코-카프릴레이트/카프레이트, 스테아라미도프로필다이메틸아민, 포도씨오일, 향료, 글루타믹애씨드, 카페인, 베헨트라이모늄메토설페이트, 멘톨, 부틸렌글라이콜, 마카다미아씨오일, 다이소듐이디티에이, 에틸헥실글리세린, 덱스트린, 카카오추출물, 벤질벤조에이트, 리날룰, 알파-아이소메틸아이오논, 에탄올, 폴리쿼터늄-55, 인삼전초추출물, 폴리쿼터늄-11, 인삼추출물, 잇꽃씨오일, 스쿠알란, 1,2-헥산다이올, 생강추출물, 페녹시에탄올, 토코페롤, 카프릴릴글라이콜, 석류추출물, 잣나무씨오일, 동백나무씨오일, 참깨오일, 쌀추출물, 살구씨오일, 띠뿌리추출물, 황금추출물, 참깨추출물, 인동덩굴꽃추출물, 포트마리골드꽃추출물, 남가새열매추출물, 매실나무씨추출물, 녹차씨오일, 연꽃씨추출물, 석류나무꽃추출물, 하수오뿌리추출물",https://daedamo.com/new/data/file/ingre/2034324504_UnRBQtvD_f2d75772b7cc4ec412db3136d206907243266e7c.png,330ml,"16,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21505?sca=탈모관련상품&overlaps=5,"
            루톤 알파 에르겐 트리트먼트        ",0,컨디셔너,루톤,(주)예그리나,"샴푸 후 모발이 젖은 상태에서 적당량을 취하여 모발에 가볍게 마사지 하듯이 한 후, 깨끗이 감아 냅니다.","정제수, 세테아릴알코올, 다이메티콘, 스테아트라이모늄클로라이드, 글리세린, 세틸알코올, 부틸렌글라이콜, 감추출물, 동백나우잎추출물, 캐롭열매추출물, 1,2-헥산다이올, 라이신, 알지닌, 아스파틱애씨드, 트레오닌, 세린, 글루타믹애씨드, 프롤린, 글라이신, 알라닌, 발린, 메티오닌, 아이소류신, 류신, 타이로신, 페닐알라닌, 히스티딘, 시스테인, 트립토판, 아스파라진, 글루타민, 하수오뿌리추출물, 고삼뿌리추출물, 뽕나부뿌리추출물, 참당귀뿌리추출물, 쌀겨수, 보리추출물, 쌀추출물, 사과추출물, 당근추출물, 시금치추출물, 녹두싹추출물, 아마씨추출물, 옥수수커넬추출물, 콩추출물, 회향추출물, 호밀추출물, 참깨추출물, 귀리짚추출물, 석류추출물, 밀단백질, 멘톨, 덱스판테놀, 살리실릭애씨드, C15-23알케인, 프로필렌글라이콜, 베헨트라이모늄메토설페이트, 시어버터, 스테아릴알코올, 메틸프로판다이올, 소듐시트레이트, C13-14알케인, 클림바졸, 글리세릴카프릴레이트, 해바라기씨오일, 아보카도오일, 피마자씨오일, 에틸헥실글리세린, 다이소듐이디티에이, 비타민나무오일, 토코페롤, 유칼립투스잎오일, 센티드제라늄꽃오일, 티트리잎오일, 라벤더오일, 리날룰, 시트로넬올, 제라니올, 리모넨",https://daedamo.com/new/data/file/ingre/2034324504_R6fLuqHE_abced175eae3e7c4802d06d49913288c9cc81649.jpg,500ml,"27,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21504?sca=탈모관련상품&overlaps=5,"
            루톤 알파 에르겐 샴푸        ",0,탈모샴푸,루톤,예그리나,투명한 젤 타입의 제형을 젖은 모발 상태에서 적당히 취하여 두피와 모발에 가볍게 마사지하듯이 한 후 깨끗이 감아냅니다.,"정제수, 소듐C14-16올레핀설포네이트, 다이소듐라우레스설포석시네이트, 라우릴베타인, 코카마이드미파, 글리세린, 메틸프로판다이올, 라벤더오일, 데실글루코사이드, 멘톨, 포타슘코코일글리시네이트, 폴리쿼터늄-10, 살리 실릭애씨드, 시트릭애씨드, 코코-글루코사이드, 덱스판테놀, 폴리쿼터늄-67, 글리세릴카프릴레이트, 클림바졸, 나이아신아마디드, 센티드제라늄꽃오일, 라우레스-23, 라우에스-3, 유칼립투스잎오일, 살겨수, 부틸렌글라이콜, 잔탄검, 석류추출물, 참당귀뿌리추출물, 고삼뿌리추출물, 뽕나무뿌리추출물, 하수오뿌리추출물, 바이오틴, 알란토인, 희향추출물, 귀리짚추출물, 녹두싹추출물, 당근추출물, 밀단백질, 보리추출물, 사과추출물, 시금치추출물, 쌀추출물, 아마씨추출물, 옥수수커넬추출물, 참깨추출물, 콩추출물, 호밀추출물, 하이드롤라이즈드콜라겐, 감추출물, 동백나무잎추출물, 젤라틴, 캐롭열매추출물, 하이드롤라이즈드케라틴, 귀리단백질추출물, 글라이신, 하이드롤라이즈드밀단백질, 하이드롤라이즈드옥수수단백질, 하이드롤라이즈드콩단백질, 세린, 글루타믹애씯,. 소듐클로라이드, 다이메티콘, 에틸헥산다이올, 아스파라진, 류신, 아스파틱애씨드, 글루타민, 알라닌, 라이신, 발린, 알지닌, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 이소류신, 시스테인, 히스티딘, 메치오닌, 트립토판, 1,2-헥산다이올, 에틸헥실글리세린, 다이소듐이디티에이, 리날룰, 제라니올, 시트로넬올",https://daedamo.com/new/data/file/ingre/2034324504_Io8ApX6J_d6acb8476d6396349c16deb9b516064e0f61c70f.jpg,500ml,"31,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21502?sca=탈모관련상품&overlaps=5,"
            라보에이치 더 프리미엄 9 탈모증상완화 안티에이징+볼륨 샴푸        ",0,탈모샴푸,라보에이치,아모레퍼시픽,"1일 1회, 미온수로 모발 및 두피를 충분히 적시고, 적당량을 손에 덜어 모발과 두피에 골고루 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.","정제수, 소듐코코일이세티오네이트, 다잇듐라우레스설포석시네이트, 라우릴베타인, 글리세릴스테아레이트, 트라이하이드록시스테아린, 폴리쿼터늄-10, 카페인, 다이카프릴릴에터, 소듐벤조에이트, 소듐살리실레이트, 멘톨, 시트릭애씨드, 페퍼민트오일, 카프릴릭/카프릭트라이글리세라이드, 카프릴릴글라이콜, 덱스트린, 스타아니스열매/씨오일, 프로판다이올, 로즈마리잎오일, 연필향나무오일, 테트라소듐이디티에이, 부틸렌글라이콜, 에탄올, 콘민트오일, 콘민트잎추출물, 유칼립투스잎오일, 바질오일, 1,2-헥산다이올, 효모/보리씨발효여과물, 검정콩추출물, 빌베리열매추출물, 캐모마일꽃오일, 약모밀추출물, 녹차추출물(프리바이오틱스), 사탕수수추출물, 향기제비꽃잎추출물, 락토바실러스발효용해물(프로&포스트바이오틱스), 티트리잎오일, 글리세린, 녹차씨추출물, 토코페롤(비타민E), 설탕단풍추출물, 돌콩오일, 세라마이드엔피, 호프추출물, 하이드로제네이티드레시틴, 피토스핑고신, 아스코빅애씨드(비타민C), 트레할로스(프리바이오틱스), 세틸알코올, 판테놀, 알란토인, 코코넛야자오일, 편백수, 황해쑥잎수, 돌콩스테롤, 은행나무잎추출물, 헥실라우레이트, 코코-카프릴레이트/카프레이트, 아보카도오일, 세테아릴알코올, 말토덱스트린, 알로에베라잎추출물, 아스코빌팔미테이트, 인동덩굴꽃추출물, 다이소듐이디티에이, 당잔대뿌리추출물, 퉁퉁마디추출물, 긴병꽃풀추출물, 하이드로제네이티드팜글리세라이즈시트레이트, 수국잎추출물, 왜광대수염꽃추출물, 병풀꽃/잎/줄기추출물",https://daedamo.com/new/data/file/ingre/2034324504_6ZygmI8u_30bd03a90429d498c0cec25bbb47a37d3c901fd9.png,337ml,"32,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21500?sca=탈모관련상품&overlaps=5,"
            맨즈랄라 프라임 투인원 샴푸        ",0,탈모샴푸,맨즈랄라,그린코스,미온수로 모발 및 두피를 충분히 적십니다. 적당량을 모발과 두피에 골고루 마사지합니다. 미온수로 깨끗이 헹궈냅니다.,"정제수, 소듐C14-16올레핀설포네이트, 라우라미도프로필베타인, 글리세린, 소듐메틸코코일타우리에트, 소듐클로라이드, 변성알코올, 프로필렌글라이콜라우리에트, 메틸프로판다이올, C12-14파레스-12, 폴리쿼터늄-10, 카프릴릴글라이콜, 에틸헥실글리세린, 판테놀, 살리실릭애씨드, 클림바졸, 글리세릴, 카프릴레이트, 시트릭애씨드, 나이아신아마이드, 아라비아고무나무검, 다이소듐이디티에이, 토탄수, 하이드록시프로필메틸셀룰로오스, 부틸렌글라이콜, 흑미추출물, 프로필렌글라이콜, 포타슘솔베이트, 1,2-헥산다이올, 티트리잎추출물, 캐비아추출물, 커피콩추출물, 진주추출물, 향료, 레몬껍질오일, 아틀라스시다나무껍질오일, 리날룰, 리모넨, 알파-아이소메틸아이오논, 부틸페닐메틸프로피오날",https://daedamo.com/new/data/file/ingre/2034324504_ep2ozx8U_78dda67afcd896e24803103d4f5cd3ee80d461cb.png,500ml,"26,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
https://daedamo.com/ingre/21499?sca=탈모관련상품&overlaps=5,"
            아라네아 샴푸        ",0,탈모샴푸,닥터그라프트,(주)피엘코스메틱,"STEP1. 모발과 두피에 있는 노폐물 정리와 엉킨 모발결을 위해 브러싱을 해주세요. 그리고 미온수로 모발과 두피를 충분히 적셔주세요.
STEP2. 손바닥에 적정량을 펌핑해 거품을 충분히 내 주세요. 두피와 모발을 손가락 마디 끝으로 부드럽게 마사지 한뒤 거품을 2~3분간 방치해 주세요. 
STEP3. 미온수로 잔여물을 없이 헹궈내고 타올 드라이 후 자연 온도에 가까운 찬바람으로 완전히 건조해 주세요. 이때, 드라이 방향은 위에서 아래 방향으로 모발의 케라틴층이 열리지 않게 말려 주세요.","정제수, 다이소듐라우레스설포석시네이트, 코카미도프로필베타인, 쐐기풀추출물, 코카마이드미파, 피이지-7글리세릴코코에이트, 약모밀추출물, 하이드롤라이즈드실크, 하이드롤라이즈드콜라겐, 하이드롤라이즈드케라틴, 하이드롤라이즈드케라틴, 인삼추출물, 뽕나무껍질추출물, 천궁추출물, 창포뿌리추출물, 에스에이치-폴리펩타이드-11, 에스에이치-폴리펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-3, 에스에이치-폴리펩타이드-4, 에스에이치-폴리펩타이드-22, 에스에이치-폴리펩타이드-9, 에스알-(대장균메티오닐헥사펩타이드-40거미폴리펩타이드-3)발효추출물, 판테놀, 멘톨, 살리실릭애씨드, 토코페릴아세테이트, 우레아, 폴리쿼터늄-10, 피이지-150다이스테아레이트, 레시틴, 소듐포스페이트, 펜틸렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 에틸헥실글리세린, 카프릴릴글라이콜, 다이소듐이디티에이, 시트릭애씨드, 향료
",https://daedamo.com/new/data/file/ingre/2034324504_56BiDdOV_010c793fbedc4916a8db944de9e6ca504405f8a4.png,500ml,"43,000원",nan,nan,nan,nan,nan,nan,nan,nan,nan
